,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
0,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",0,1,2,16.264365397000436,0.7747572328741228,59.8456372694583
1,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",5,1,2,16.110970311814743,0.7785996066372701,60.31707480923067
2,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",10,1,2,15.94345736563572,0.7786261166968591,60.643473798725054
3,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",15,1,2,15.79443294379142,0.7804514473494193,60.8213591474047
4,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",20,1,2,15.604799831631269,0.7811490937438647,59.89770484904252
5,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",25,1,2,15.466818869405056,0.7832160555163399,60.26322391718544
6,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",30,1,2,15.2153437150629,0.7813097295101522,59.89210059669808
7,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",35,1,2,15.060009555996462,0.7789894281340235,58.6723282319278
8,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",40,1,2,14.928816466807412,0.7794129077013855,57.95832859224839
9,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",45,1,2,14.807057522970265,0.7810986838474598,57.54133316179312
10,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",50,1,2,14.700940199103467,0.7808885133021495,56.93211872116996
11,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",55,1,2,14.554769713549423,0.7784572467237749,56.04290324658371
12,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",60,1,2,14.467119346174247,0.7698551107907464,55.60680477038177
13,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",65,1,2,14.411736268888134,0.7634295233590171,55.39256022086485
14,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",70,1,2,14.307292533849147,0.751242965804518,55.19709476518454
15,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",75,1,2,14.259641897799664,0.7386876570640301,55.028105416660715
16,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",80,1,2,14.248580413242859,0.7268227438762377,55.33003711978396
17,Skelpolu - Together Alone,HRIR,rotational,"(0, -2)",85,1,2,14.27980474370164,0.7223627954168972,55.5957735991974
