,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq
43,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,1.0,8.048052302157672,0.5351057914550917
44,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,0.5,6.01330086733298,0.48747582966839864
45,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,0.5,5.826344655470173,0.48788539439477635
46,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,0.5,5.7474278240958085,0.48790381522347825
47,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,0.5,5.586539160753738,0.48800766643375904
48,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,0.5,5.40179341366764,0.4813791246712109
49,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,0.5,5.215842083793923,0.4790671583807678
50,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,0.5,5.0772377033285565,0.4849859554198201
51,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,0.5,5.018151360919475,0.4914996513630509
52,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,0.5,5.209358998265493,0.496288452172889
53,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,0.5,5.376294179211072,0.5011882304618273
54,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,0.5,5.732085849717912,0.5009454063961345
55,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,0.0,3.76393752910905,0.4561871340530812
56,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,0.0,3.3068909071512564,0.44896532646025744
57,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,0.0,2.89146286064954,0.44382335538677864
58,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,0.0,2.4157074418723994,0.4297050358995252
59,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,0.0,2.0158036789616247,0.41653049993510416
60,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,0.0,1.787648698668896,0.41123473531404336
61,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,0.0,1.7322999526398988,0.4179560144261379
62,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,0.0,1.865932821972919,0.4339516868212903
63,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,0.0,2.297740093675351,0.45011591982584015
64,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,0.0,2.8007444511498676,0.45795103962893097
65,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,0.0,3.3580389841091076,0.4674645588397744
66,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,-0.5,1.66872266736749,0.42536246075105394
67,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,-0.5,0.8477509560848588,0.4156992716786576
68,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,-0.5,0.01004462512835147,0.39821096934604894
69,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,-0.5,-0.9586340237379787,0.3789319213141302
70,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,-0.5,-1.662938961407086,0.35873881347051917
71,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,-0.5,-1.99343647033551,0.34825696589554644
72,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,-0.5,-1.9066633789662077,0.3585735158484155
73,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,-0.5,-1.4510646784229095,0.37967882695495936
