,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
39,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,1.0,9.161614517889106,0.6024548078070016,46.55419687612023
40,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,1.0,9.086140319150367,0.606856143647905,48.334224935751784
41,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,1.0,8.986937813576617,0.614849369480565,43.90898315184829
42,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,1.0,8.913234370460572,0.6115691711709206,45.34189534533816
43,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,1.0,8.818385954099789,0.6039531634988367,48.61823112671762
44,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,0.5,6.781096145224637,0.5531417086430016,43.72779105746502
45,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,0.5,6.667133418708339,0.5472047415833454,44.60865505509577
46,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,0.5,6.485200385881498,0.5462338557320026,46.56831396547844
47,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,0.5,6.32020220856716,0.544592071975777,46.21066330188471
48,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,0.5,6.09857153263259,0.539686859943308,46.77160919519988
49,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,0.5,5.924700230696104,0.5377628031823154,41.51213073308065
50,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,0.5,5.9532134701091195,0.5438454072818381,50.70071976969345
51,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,0.5,5.979157203712063,0.5524531903069269,45.091002782129564
52,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,0.5,6.0433569015048505,0.5584444833593485,42.87531788450803
53,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,0.5,6.236828589532962,0.564550628478193,40.941639680877266
54,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,0.5,6.490737752269148,0.5643136511299431,43.43098998117375
55,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,0.0,4.6301850563556854,0.518062705909185,42.309643595916825
56,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,0.0,4.175342340035861,0.5099393105210668,41.868380635095605
57,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,0.0,3.6248392275579917,0.49997577336394955,42.92485077466834
