,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq
0,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.5,2.5,14.834894087879384,0.75742972894118
1,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.0,2.5,15.181647955693482,0.7693943112819904
2,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.5,2.5,15.62128081327285,0.7900587723474884
3,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.0,2.5,15.903536084891126,0.7877788585150878
4,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-0.5,2.5,15.728239849548014,0.7880042661970219
5,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.0,2.5,15.154993570315664,0.7778162104071042
6,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.5,2.5,14.427076456635238,0.7640826676381673
7,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.0,2.5,13.739484476031691,0.747373875936984
8,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.5,2.5,12.289998615153987,0.7141836378477638
9,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.0,2.5,11.772709265557406,0.6672835800997484
10,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.5,2.5,11.027168798025954,0.6435203185916574
11,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.5,2.0,12.470366308717946,0.7330011274281671
12,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.0,2.0,13.266361344546237,0.7549024991557162
13,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.5,2.0,13.647675924499051,0.7706021885208135
14,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.0,2.0,13.655771733785116,0.7659478990457129
15,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-0.5,2.0,13.115695534697696,0.7509205577357062
16,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.0,2.0,12.31308113111293,0.7414547779251094
17,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.5,2.0,11.179325993671682,0.7308035356593424
18,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.0,2.0,10.273421748284914,0.7082052044678185
19,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.5,2.0,9.273007138934691,0.6762700576257423
20,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.0,2.0,8.20244092346557,0.6298768229836876
21,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.5,2.0,7.085084888280829,0.5927515929810863
22,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.5,1.5,10.280504899783395,0.7094943939036519
23,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.0,1.5,10.55761049021977,0.7270449971945111
24,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.5,1.5,10.360114522306024,0.7282018344255372
25,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.0,1.5,10.044812162182893,0.7266480601794253
26,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-0.5,1.5,9.188758488592562,0.7078303238749681
27,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.0,1.5,8.12616930692641,0.6934211595826737
28,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.5,1.5,6.797072812617209,0.6694827059799487
29,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.0,1.5,5.3666108270280795,0.6392602521298777
30,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.5,1.5,4.302897389699609,0.5985540447560146
31,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.0,1.5,3.36755981802051,0.5536225248966778
32,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.5,1.5,2.7999959379627413,0.5427827245168301
33,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.5,1.0,8.457451303140097,0.684462408895506
34,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.0,1.0,8.21704826868266,0.6860029553205302
35,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.5,1.0,7.846275048832425,0.6860545265544885
36,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.0,1.0,7.120880518565841,0.6813008883182463
37,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-0.5,1.0,6.011106229853922,0.6657774560291057
38,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.0,1.0,4.547380405994019,0.6430166153094732
39,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.5,1.0,2.7502015516870344,0.6129753294105199
40,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.0,1.0,0.8146902093446897,0.5631699620405233
41,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,1.5,1.0,-0.8922225554996643,0.5063971418459456
42,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.0,1.0,-1.9175977871795133,0.46724515356651325
43,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,2.5,1.0,-2.015131268480353,0.47179203219241456
44,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.5,0.5,6.894774402792478,0.6633361306446991
45,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-2.0,0.5,6.425985768392579,0.6586480490115385
46,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.5,0.5,5.783030122918383,0.6550440091488463
47,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-1.0,0.5,4.8009197935357975,0.6433824275529993
48,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,-0.5,0.5,3.404041586300117,0.6252429050490054
49,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.0,0.5,1.5776008114231317,0.5959451704720721
50,Matthew Entwistle - Dont You Ever,HRIR,translational,"(2, 0)",0,0.5,0.5,-0.7728550779326113,0.5547207817245774
