,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
0,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",0,-1,2,14.42485661430467,0.7048131421160523,56.53961574230307
1,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",5,-1,2,14.65857065032975,0.7058945902500522,56.87880255753833
2,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",10,-1,2,14.870597470473367,0.7046112771292957,57.24158835087755
3,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",15,-1,2,15.120557857842584,0.701947054206999,57.87186122673211
4,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",20,-1,2,15.315490586328774,0.7028257520079065,58.71187258286237
5,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",25,-1,2,15.433361807417093,0.6997098813527722,60.065800964481475
6,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",30,-1,2,15.586629904475835,0.6937489330263371,60.543649545869414
7,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",35,-1,2,15.727445071449633,0.6880052901112049,60.068931527840654
8,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",40,-1,2,15.831591501116652,0.6812404225057876,59.47295121743646
9,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",45,-1,2,15.875300103595077,0.6802230170169732,58.59872990570881
10,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",50,-1,2,15.923146565234685,0.6765818501594574,58.13517060723393
11,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",55,-1,2,15.83716978205883,0.6697504803636694,57.21759077341285
12,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",60,-1,2,15.822469353287971,0.6698392261773936,57.183548999710354
13,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",65,-1,2,15.797928900504516,0.6667751653497682,56.89279289353636
14,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",70,-1,2,15.721648602866182,0.6638796032838334,56.34876422295899
15,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",75,-1,2,15.672004229249957,0.6634550033785185,55.64132699589721
16,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",80,-1,2,15.580690877488475,0.6621934362318862,55.0198057829288
17,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",85,-1,2,15.450915135661635,0.6669591268288555,54.65998107545051
18,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",90,-1,2,15.28522718630862,0.661642405699235,54.617154947591274
19,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",95,-1,2,15.092755650012524,0.6617576662262653,54.681656428149346
20,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",100,-1,2,14.865867485554421,0.6591647951809593,54.51662290018754
21,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",105,-1,2,14.57301443784445,0.6644043439950822,54.422217160287246
22,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",110,-1,2,14.259340755590287,0.6704885477983651,53.85177589369411
23,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",115,-1,2,14.015330669936155,0.6684811702043166,53.348278050385
24,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",120,-1,2,13.829070267124017,0.6687268697265133,53.2422687882774
25,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",125,-1,2,13.627267145056841,0.6690473728594573,53.48335841896837
26,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",130,-1,2,13.467130562459868,0.6664465926318137,53.24546990187953
27,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",135,-1,2,13.27231031973226,0.6647537565590499,52.68219768377931
28,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",140,-1,2,13.110074928793484,0.657510067624352,54.59819554364282
29,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",145,-1,2,12.9652084907692,0.6514310177830298,55.44637587617441
30,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",150,-1,2,12.861105098906844,0.6498489109752416,55.302248738122096
31,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",155,-1,2,12.812854892213313,0.656613816311118,55.22772288777199
32,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",160,-1,2,12.817513225114212,0.6668378626744977,55.282641387255254
33,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",165,-1,2,12.858846360969885,0.6717773730814973,55.38782531647434
34,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",170,-1,2,12.911292691793935,0.6732550151313982,55.61653015251348
35,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",175,-1,2,12.991264615135034,0.674708139175504,55.91908604736821
36,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",180,-1,2,13.082482076381215,0.6730470264699884,56.31479274472301
37,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",185,-1,2,13.217356861918603,0.6741666751280415,56.70413106941051
38,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",190,-1,2,13.358926980253603,0.6730462623301255,57.247092873740414
39,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",195,-1,2,13.527525104682631,0.6757381601392558,58.032883512316154
40,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",200,-1,2,13.775736964554024,0.6759836290193068,59.12857076197173
41,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",205,-1,2,14.053071103320807,0.6741027857924847,58.45039995363575
42,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",210,-1,2,14.361517732257617,0.6773145528694273,59.04718300690055
43,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",215,-1,2,14.736785386503431,0.6734913047936513,58.93436110966749
44,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",220,-1,2,15.026657143295235,0.6685818735500832,58.543043919772785
45,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",225,-1,2,15.221141676640205,0.6640516679752673,57.762563354082545
46,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",230,-1,2,15.414666614354562,0.659971140174047,57.36781474779665
47,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",235,-1,2,15.385723981862615,0.6594345328092508,57.02750770466427
48,Juliet's Rescue - Heartbeats,HRIR,rotational,"(2, 0)",240,-1,2,15.610522383235786,0.6615586356383701,56.86256019115727
