,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr,ms,smr,lri
0,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-2.5,2.5,14.13743874123583,0.749094438236826,55.889430214548625,8.296897096668147,-4.6144557,-0.34984222
1,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-2.0,2.5,15.758125578725227,0.7727586603889699,63.22958635884075,9.5605179292575,-5.3633103,-0.3280657
2,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-1.5,2.5,14.414919458734946,0.777427791328082,52.99122878443687,6.736475353337501,-6.8353148,-0.17185582
3,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-1.0,2.5,16.40627906168816,0.7631470473877439,62.20884696001488,7.729674977934116,-5.9832687,-0.07670324
4,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-0.5,2.5,14.899936319520375,0.7253889809238677,57.886747684645215,4.725426958512266,-7.0143423,-0.122770175
5,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,0.0,2.5,14.729294187744134,0.7460603909777569,58.65887715160142,5.83176968338611,-6.85368,-0.12273107
6,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,0.5,2.5,14.177728987535577,0.7566238161515041,60.38840855377816,8.05116191883562,-7.263407,-0.067491636
7,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,1.0,2.5,14.536672063925128,0.7565459281307132,47.55670429165217,9.928963266463882,-5.073839,0.0064982264
8,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,1.5,2.5,12.981707674323193,0.6975668579530293,51.9963706181032,11.721214036965138,-10.356122,0.09427889
9,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,2.0,2.5,11.615585248927296,0.6409336864667802,55.02778773954843,14.508018031474117,-6.8775935,0.17829534
10,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,2.5,2.5,11.09967605934586,0.6462133947391017,45.72864395168786,13.967407334490606,-5.542441,0.16763994
11,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-2.5,2.0,12.873621198826022,0.7362147095799862,58.57188231346751,8.612905403252693,-5.0131907,-0.31711152
12,Skelpolu - Together Alone,BRIR,translational,"(2, 0)",0,-2.0,2.0,12.66291563104948,0.7315988477533294,53.50292043945858,7.453045662216317,-5.6986,-0.2680425
